RANGE,FRAMECOUNT,,,,RANGE,RANGE
-0.2496,20189,,,,-0.2496,-21.5373
-1.6029,20190,,,,-1.6029,-19.4898
-0.2964,20191,,,,-0.2964,-19.6926
-1.6341,20192,,,,-1.6341,-18.8775
-1.6341,20193,,,,-1.6341,-19.365
-0.4368,20194,,,,-0.4368,-19.2441
-0.5421,20195,,,,-0.5421,-19.5678
-0.6825,20196,,,,-0.6825,-19.5249
0.2496,20197,,,,0.2496,-19.6029
0.9126,20198,,,,0.9126,-17.9805
-2.6793,20199,,,,-2.6793,-20.4531
-0.8385,20200,,,,-0.8385,-19.7979
1.5561,20201,,,,1.5561,-18.4758
-1.0491,20202,,,,-1.0491,-19.2753
-0.3081,20203,,,,-0.3081,-18.6825
1.0374,20204,,,,1.0374,-18.5733
1.5639,20205,,,,1.5639,-18.8814
0.8502,20206,,,,0.8502,-18.39
1.0218,20207,,,,1.0218,-19.0374
1.5678,20208,,,,1.5678,-18.5577
2.1216,20209,,,,2.1216,-17.4501
3.744,20210,,,,3.744,-21.7869
2.3829,20211,,,,2.3829,-19.6458
4.2627,20212,,,,4.2627,-21.1551
5.5731,20213,,,,5.5731,-19.2948
4.563,20214,,,,4.563,-18.078
4.6332,20215,,,,4.6332,-19.9227
4.5045,20216,,,,4.5045,-17.4423
4.9335,20217,,,,4.9335,-18.6357
6.0021,20218,,,,6.0021,-16.2489
4.3641,20219,,,,4.3641,-17.2746
5.4639,20220,,,,5.4639,-17.5359
5.5809,20221,,,,5.5809,-17.0328
3.7869,20222,,,,3.7869,-17.0601
4.8087,20223,,,,4.8087,-16.557
5.5029,20224,,,,5.5029,-16.5687
6.4233,20225,,,,6.4233,-17.3604
5.1441,20226,,,,5.1441,-17.1381
5.8032,20227,,,,5.8032,-19.3689
6.2673,20228,,,,6.2673,-17.9961
6.7587,20229,,,,6.7587,-17.9844
6.3414,20230,,,,6.3414,-17.5125
7.2735,20231,,,,7.2735,-16.011
6.7041,20232,,,,6.7041,-16.6545
7.5504,20233,,,,7.5504,-17.0211
7.2657,20234,,,,7.2657,-16.3074
5.5302,20235,,,,5.5302,-17.2044
6.4857,20236,,,,6.4857,-15.3714
7.0044,20237,,,,7.0044,-16.5882
9.5316,20238,,,,9.5316,-15.6522
8.8023,20239,,,,8.8023,-17.7348
8.1939,20240,,,,8.1939,-17.7699
8.2485,20241,,,,8.2485,-15.7146
9.0441,20242,,,,9.0441,-16.9431
8.5605,20243,,,,8.5605,-14.4081
10.3584,20244,,,,10.3584,-14.8215
10.4325,20245,,,,10.4325,-13.3746
11.6064,20246,,,,11.6064,-14.1897
10.8459,20247,,,,10.8459,-13.9167
12.2811,20248,,,,12.2811,-13.2615
13.7865,20249,,,,13.7865,-11.7951
14.9565,20250,,,,14.9565,-11.2998
14.8629,20251,,,,14.8629,-10.6251
13.8138,20252,,,,13.8138,-9.4863
15.6078,20253,,,,15.6078,-10.0908
17.0742,20254,,,,17.0742,-10.0206
18.5523,20255,,,,18.5523,-7.3764
17.9595,20256,,,,17.9595,-7.5441
18.0687,20257,,,,18.0687,-7.1892
19.6794,20258,,,,19.6794,-5.9217
19.3089,20259,,,,19.3089,-6.6354
16.4151,20260,,,,16.4151,-5.4888
17.1015,20261,,,,17.1015,-5.1846
20.7948,20262,,,,20.7948,-5.3601
20.7675,20263,,,,20.7675,-5.949
20.3073,20264,,,,20.3073,-5.7618
19.1685,20265,,,,19.1685,-5.6175
20.2137,20266,,,,20.2137,-5.7579
19.1685,20267,,,,19.1685,-5.4303
20.0148,20268,,,,20.0148,-5.8437
20.3151,20269,,,,20.3151,-6.1167
21.0093,20270,,,,21.0093,-5.3523
21.6411,20271,,,,21.6411,-5.1612
21.2628,20272,,,,21.2628,-4.9194
20.6817,20273,,,,20.6817,-4.5489
20.6778,20274,,,,20.6778,-4.2837
20.3073,20275,,,,20.3073,-4.3266
20.5101,20276,,,,20.5101,-4.038
20.4243,20277,,,,20.4243,-3.5271
20.9391,20278,,,,20.9391,-3.0942
21.645,20279,,,,21.645,-3.5037
22.971,20280,,,,22.971,-3.4023
22.4757,20281,,,,22.4757,-2.8368
20.3307,20282,,,,20.3307,-3.2229
22.2651,20283,,,,22.2651,-2.5677
20.6076,20284,,,,20.6076,-2.1816
22.2417,20285,,,,22.2417,0.0297
22.0233,20286,,,,22.0233,-0.8244
22.4874,20287,,,,22.4874,-0.8166
24.3165,20288,,,,24.3165,0.3105
23.9928,20289,,,,23.9928,1.6755
23.1231,20290,,,,23.1231,1.2036
24.5544,20291,,,,24.5544,1.5312
24.2619,20292,,,,24.2619,2.0304
26.6877,20293,,,,26.6877,2.9664
26.7072,20294,,,,26.7072,3.5553
25.8297,20295,,,,25.8297,3.2745
24.4959,20296,,,,24.4959,5.3766
26.8515,20297,,,,26.8515,5.5209
24.5895,20298,,,,24.5895,6.4608
26.5044,20299,,,,26.5044,6.6324
27.0504,20300,,,,27.0504,6.7182
27.0387,20301,,,,27.0387,8.4771
26.4927,20302,,,,26.4927,9.1284
28.6923,20303,,,,28.6923,9.3663
28.5519,20304,,,,28.5519,9.2766
26.2392,20305,,,,26.2392,10.9575
29.2656,20306,,,,29.2656,12.0261
27.2025,20307,,,,27.2025,13.083
26.7033,20308,,,,26.7033,14.2101
27.9084,20309,,,,27.9084,14.7912
28.2555,20310,,,,28.2555,16.3668
28.9926,20311,,,,28.9926,17.7279
31.7304,20312,,,,31.7304,19.0929
31.3482,20313,,,,31.3482,20.4306
32.1555,20314,,,,32.1555,20.6763
33.3138,20315,,,,33.3138,21.2145
33.813,20316,,,,33.813,20.8908
36.6951,20317,,,,36.6951,22.5561
37.1748,20318,,,,37.1748,22.9032
37.8066,20319,,,,37.8066,23.9055
37.6623,20320,,,,37.6623,23.9913
38.7036,20321,,,,38.7036,24.7869
40.2012,20322,,,,40.2012,25.875
38.7036,20323,,,,38.7036,25.251
39.0585,20324,,,,39.0585,25.524
40.7589,20325,,,,40.7589,25.4967
39.2496,20326,,,,39.2496,25.8009
41.6676,20327,,,,41.6676,25.6293
42.3891,20328,,,,42.3891,25.0755
42.3033,20329,,,,42.3033,23.6325
43.8399,20330,,,,43.8399,23.9328
41.2386,20331,,,,41.2386,23.4687
42.4164,20332,,,,42.4164,21.8502
42.3384,20333,,,,42.3384,22.599
43.5435,20334,,,,43.5435,21.3588
42.51,20335,,,,42.51,21.2145
41.9679,20336,,,,41.9679,20.3994
42.51,20337,,,,42.51,19.9119
43.7112,20338,,,,43.7112,18.7692
42.5022,20339,,,,42.5022,18.6561
41.6793,20340,,,,41.6793,17.217
42.0342,20341,,,,42.0342,15.8871
42.4671,20342,,,,42.4671,15.0525
42.3033,20343,,,,42.3033,14.2569
40.794,20344,,,,40.794,13.2624
41.5077,20345,,,,41.5077,13.2429
40.3533,20346,,,,40.3533,13.8864
40.7745,20347,,,,40.7745,13.4925
41.223,20348,,,,41.223,12.3849
40.6107,20349,,,,40.6107,11.9208
38.844,20350,,,,38.844,12.2874
40.2051,20351,,,,40.2051,11.1447
40.1388,20352,,,,40.1388,11.9364
39.5421,20353,,,,39.5421,10.9809
37.9704,20354,,,,37.9704,10.6455
39.4407,20355,,,,39.4407,10.5363
40.0413,20356,,,,40.0413,9.7524
39.8541,20357,,,,39.8541,11.1876
39.7215,20358,,,,39.7215,11.1252
40.3455,20359,,,,40.3455,9.8655
39.6123,20360,,,,39.6123,11.0823
38.1498,20361,,,,38.1498,9.6471
39.7254,20362,,,,39.7254,10.8249
38.9961,20363,,,,38.9961,9.6822
40.7316,20364,,,,40.7316,10.2984
39.4524,20365,,,,39.4524,8.3991
38.6061,20366,,,,38.6061,10.8132
38.9064,20367,,,,38.9064,10.4232
39.1209,20368,,,,39.1209,10.5987
38.649,20369,,,,38.649,9.9903
37.986,20370,,,,37.986,10.6923
38.3136,20371,,,,38.3136,9.066
38.1498,20372,,,,38.1498,8.13
38.4618,20373,,,,38.4618,8.0169
35.5173,20374,,,,35.5173,8.9802
38.5281,20375,,,,38.5281,8.2938
37.8066,20376,,,,37.8066,9.066
37.8495,20377,,,,37.8495,10.1853
38.6763,20378,,,,38.6763,8.091
38.1303,20379,,,,38.1303,7.662
38.4501,20380,,,,38.4501,8.5629
36.5079,20381,,,,36.5079,7.5255
37.1163,20382,,,,37.1163,8.5551
37.8144,20383,,,,37.8144,7.8999
36.699,20384,,,,36.699,7.5333
36.5508,20385,,,,36.5508,8.6682
35.7123,20386,,,,35.7123,6.7845
36.4962,20387,,,,36.4962,6.804
34.3083,20388,,,,34.3083,5.088
36.4377,20389,,,,36.4377,5.4
34.7607,20390,,,,34.7607,4.9866
34.1757,20391,,,,34.1757,5.1894
33.0564,20392,,,,33.0564,6.4881
34.203,20393,,,,34.203,3.8439
35.7435,20394,,,,35.7435,5.6223
34.593,20395,,,,34.593,5.7666
33.7584,20396,,,,33.7584,3.9258
33.7428,20397,,,,33.7428,2.4672
34.476,20398,,,,34.476,1.2855
32.5377,20399,,,,32.5377,3.489
32.4246,20400,,,,32.4246,3.2277
33.969,20401,,,,33.969,3.9063
33.5205,20402,,,,33.5205,4.8579
31.4964,20403,,,,31.4964,6.0942
31.7928,20404,,,,31.7928,4.659
32.9004,20405,,,,32.9004,4.5108
32.6664,20406,,,,32.6664,4.2963
32.0619,20407,,,,32.0619,4.1325
32.8497,20408,,,,32.8497,4.386
31.824,20409,,,,31.824,3.6801
30.9036,20410,,,,30.9036,3.5397
32.5923,20411,,,,32.5923,4.0389
33.2319,20412,,,,33.2319,3.8283
29.5269,20413,,,,29.5269,4.7292
34.8855,20414,,,,34.8855,3.3096
32.6352,20415,,,,32.6352,3.9687
32.7951,20416,,,,32.7951,3.4578
32.4441,20417,,,,32.4441,3.5241
30.0222,20418,,,,30.0222,2.2176
31.1298,20419,,,,31.1298,2.8845
33.618,20420,,,,33.618,2.1591
33.8403,20421,,,,33.8403,3.5319
33.345,20422,,,,33.345,2.943
32.8302,20423,,,,32.8302,1.3869
33.1656,20424,,,,33.1656,1.9056
33.5946,20425,,,,33.5946,0.7746
33.7272,20426,,,,33.7272,-1.2456
33.4659,20427,,,,33.4659,2.514
33.4425,20428,,,,33.4425,-0.1146
32.8341,20429,,,,32.8341,-0.1068
31.9449,20430,,,,31.9449,0.1584
31.2936,20431,,,,31.2936,0.1428
31.3521,20432,,,,31.3521,-0.957
30.2328,20433,,,,30.2328,-0.9375
29.6361,20434,,,,29.6361,-1.9203
28.7352,20435,,,,28.7352,-1.6902
27.9513,20436,,,,27.9513,-2.3922
26.9334,20437,,,,26.9334,-1.7136
26.4225,20438,,,,26.4225,-1.932
25.8648,20439,,,,25.8648,-3.8274
26.5434,20440,,,,26.5434,-4.4826
24.7377,20441,,,,24.7377,-3.2931
26.1924,20442,,,,26.1924,-5.169
25.0848,20443,,,,25.0848,-5.4108
24.2853,20444,,,,24.2853,-5.8515
23.2206,20445,,,,23.2206,-6.1362
24.6909,20446,,,,24.6909,-5.5512
22.23,20447,,,,22.23,-5.6058
20.9742,20448,,,,20.9742,-5.1846
22.3431,20449,,,,22.3431,-6.9942
24.336,20450,,,,24.336,-6.4638
21.8595,20451,,,,21.8595,-7.0683
20.9547,20452,,,,20.9547,-8.2422
19.5507,20453,,,,19.5507,-7.3179
20.5881,20454,,,,20.5881,-7.3959
20.124,20455,,,,20.124,-6.339
22.1091,20456,,,,22.1091,-8.484
19.6014,20457,,,,19.6014,-7.0761
18.8448,20458,,,,18.8448,-7.8288
18.6186,20459,,,,18.6186,-8.0238
18.642,20460,,,,18.642,-6.0309
18.876,20461,,,,18.876,-8.3943
21.1575,20462,,,,21.1575,-7.4544
19.0905,20463,,,,19.0905,-7.197
19.5663,20464,,,,19.5663,-6.3078
19.3011,20465,,,,19.3011,-6.8772
20.0421,20466,,,,20.0421,-5.7111
22.191,20467,,,,22.191,-6.0738
22.776,20468,,,,22.776,-10.6056
20.2683,20469,,,,20.2683,-7.8015
20.4282,20470,,,,20.4282,-7.2633
20.6661,20471,,,,20.6661,-8.2422
23.1543,20472,,,,23.1543,-7.5051
22.62,20473,,,,22.62,-6.885
23.0139,20474,,,,23.0139,-8.2071
24.1995,20475,,,,24.1995,-9.5448
23.7978,20476,,,,23.7978,-8.8545
23.8446,20477,,,,23.8446,-8.7687
22.7604,20478,,,,22.7604,-8.1759
24.687,20479,,,,24.687,-7.8171
25.623,20480,,,,25.623,-10.5198
24.5037,20481,,,,24.5037,-7.9068
22.5381,20482,,,,22.5381,-5.6019
21.7581,20483,,,,21.7581,-6.573
21.7698,20484,,,,21.7698,-7.509
19.0125,20485,,,,19.0125,-6.4326
20.7207,20486,,,,20.7207,-6.5067
19.3401,20487,,,,19.3401,-5.8944
21.6996,20488,,,,21.6996,-6.4521
22.0155,20489,,,,22.0155,-6.2883
21.3603,20490,,,,21.3603,-5.3484
24.1254,20491,,,,24.1254,-6.0738
23.1348,20492,,,,23.1348,-5.6799
24.3906,20493,,,,24.3906,-6.0543
24.2619,20494,,,,24.2619,-5.7423
24.6285,20495,,,,24.6285,-6.5301
24.3087,20496,,,,24.3087,-4.4358
24.9093,20497,,,,24.9093,-3.4881
24.7572,20498,,,,24.7572,-2.7783
26.7618,20499,,,,26.7618,-1.62
27.1518,20500,,,,27.1518,-2.3532
27.2805,20501,,,,27.2805,-1.5381
28.1736,20502,,,,28.1736,-0.7698
29.4333,20503,,,,29.4333,-1.6083
29.991,20504,,,,29.991,-0.3096
29.2695,20505,,,,29.2695,-0.2199
29.64,20506,,,,29.64,0.6732
31.7109,20507,,,,31.7109,-0.723
31.3677,20508,,,,31.3677,0.9306
31.8903,20509,,,,31.8903,1.6248
33.2241,20510,,,,33.2241,1.2738
33.5829,20511,,,,33.5829,1.2348
33.6063,20512,,,,33.6063,2.4516
33.4737,20513,,,,33.4737,1.0593
35.8644,20514,,,,35.8644,1.4883
35.0961,20515,,,,35.0961,1.4766
35.9541,20516,,,,35.9541,3.7737
37.7598,20517,,,,37.7598,2.8689
37.1826,20518,,,,37.1826,2.8689
37.3035,20519,,,,37.3035,3.4305
38.3877,20520,,,,38.3877,0.7785
37.9431,20521,,,,37.9431,0.6654
38.7894,20522,,,,38.7894,1.7691
39.9204,20523,,,,39.9204,4.4874
39.3783,20524,,,,39.3783,7.0653
38.0367,20525,,,,38.0367,6.2658
41.0163,20526,,,,41.0163,6.3984
41.0319,20527,,,,41.0319,6.1566
39.8853,20528,,,,39.8853,4.5888
40.8096,20529,,,,40.8096,6.2151
41.0163,20530,,,,41.0163,6.3516
41.3205,20531,,,,41.3205,4.5576
40.8135,20532,,,,40.8135,7.0107
40.9188,20533,,,,40.9188,6.3204
41.7417,20534,,,,41.7417,4.0857
43.797,20535,,,,43.797,4.0779
42.0732,20536,,,,42.0732,4.6395
44.0934,20537,,,,44.0934,5.2752
45.4935,20538,,,,45.4935,5.1192
45.6183,20539,,,,45.6183,4.4133
46.4061,20540,,,,46.4061,2.8806
45.1893,20541,,,,45.1893,4.2378
46.8156,20542,,,,46.8156,4.4679
48.7929,20543,,,,48.7929,3.4773
47.1627,20544,,,,47.1627,4.6512
48.7344,20545,,,,48.7344,6.414
49.9629,20546,,,,49.9629,6.4023
47.7165,20547,,,,47.7165,7.2681
48.4419,20548,,,,48.4419,4.5576
48.8943,20549,,,,48.8943,7.0731
49.2141,20550,,,,49.2141,7.389
50.1033,20551,,,,50.1033,7.935
51.3786,20552,,,,51.3786,8.1651
50.5557,20553,,,,50.5557,8.3523
49.0503,20554,,,,49.0503,8.7501
51.675,20555,,,,51.675,8.2275
50.5323,20556,,,,50.5323,9.7251
50.9964,20557,,,,50.9964,10.0761
51.0471,20558,,,,51.0471,9.0582
52.6032,20559,,,,52.6032,10.6416
52.5603,20560,,,,52.5603,10.1385
53.1804,20561,,,,53.1804,10.4193
52.962,20562,,,,52.962,10.2906
54.2334,20563,,,,54.2334,10.7001
55.0446,20564,,,,55.0446,9.5769
54.9276,20565,,,,54.9276,10.9341
57.0687,20566,,,,57.0687,11.9325
55.848,20567,,,,55.848,11.5776
57.4275,20568,,,,57.4275,11.1096
57.252,20569,,,,57.252,10.7976
57.9969,20570,,,,57.9969,11.3748
57.3261,20571,,,,57.3261,12.1002
58.2894,20572,,,,58.2894,11.2461
57.408,20573,,,,57.408,12.303
55.8051,20574,,,,55.8051,11.7531
55.8051,20575,,,,55.8051,11.4255
55.809,20576,,,,55.809,12.4668
57.6537,20577,,,,57.6537,11.3592
55.9026,20578,,,,55.9026,11.9286
55.9611,20579,,,,55.9611,13.6836
54.9276,20580,,,,54.9276,11.0043
55.3683,20581,,,,55.3683,12.6852
55.1538,20582,,,,55.1538,12.2718
55.5672,20583,,,,55.5672,11.8545
55.0641,20584,,,,55.0641,11.3475
57.1389,20585,,,,57.1389,11.9637
55.9338,20586,,,,55.9338,10.5324
56.3394,20587,,,,56.3394,13.9371
53.6796,20588,,,,53.6796,12.9036
54.2802,20589,,,,54.2802,14.6586
54.7989,20590,,,,54.7989,13.4769
54.2919,20591,,,,54.2919,13.8162
54.4206,20592,,,,54.4206,14.3193
53.0205,20593,,,,53.0205,14.2881
55.7232,20594,,,,55.7232,14.1672
54.4791,20595,,,,54.4791,12.1509
56.121,20596,,,,56.121,15.3411
56.4408,20597,,,,56.4408,16.3941
55.9572,20598,,,,55.9572,15.9807
56.6241,20599,,,,56.6241,16.6242
56.7216,20600,,,,56.7216,16.9869
56.6553,20601,,,,56.6553,15.9534
58.071,20602,,,,58.071,16.125
56.1171,20603,,,,56.1171,15.1773
56.6631,20604,,,,56.6631,16.7022
56.7489,20605,,,,56.7489,17.7006
58.5351,20606,,,,58.5351,18.6834
57.8214,20607,,,,57.8214,17.4315
60.2121,20608,,,,60.2121,18.543
60.4461,20609,,,,60.4461,19.3152
59.7753,20610,,,,59.7753,18.7146
60.6177,20611,,,,60.6177,18.6444
60.762,20612,,,,60.762,18.1452
58.5234,20613,,,,58.5234,18.2076
61.2846,20614,,,,61.2846,19.0773
60.4851,20615,,,,60.4851,18.8589
60.723,20616,,,,60.723,18.5196
59.6661,20617,,,,59.6661,16.9245
62.556,20618,,,,62.556,17.0766
60.4305,20619,,,,60.4305,18.3207
61.3236,20620,,,,61.3236,17.7279
59.7363,20621,,,,59.7363,17.4822
61.2885,20622,,,,61.2885,14.877
61.0077,20623,,,,61.0077,16.6632
61.4328,20624,,,,61.4328,16.1913
59.943,20625,,,,59.943,17.2014
59.6115,20626,,,,59.6115,16.71
62.0568,20627,,,,62.0568,17.9346
60.8049,20628,,,,60.8049,19.0071
59.1942,20629,,,,59.1942,17.5992
60.1653,20630,,,,60.1653,18.9954
60.8829,20631,,,,60.8829,17.6772
59.6739,20632,,,,59.6739,18.1257
60.1887,20633,,,,60.1887,18.6834
59.4711,20634,,,,59.4711,17.8332
60.7971,20635,,,,60.7971,18.3207
60.0717,20636,,,,60.0717,18.4455
60.8283,20637,,,,60.8283,17.334
61.1832,20638,,,,61.1832,18.7029
61.8033,20639,,,,61.8033,19.0851
61.7253,20640,,,,61.7253,20.5866
60.489,20641,,,,60.489,21.8112
61.1286,20642,,,,61.1286,21.4056
60.2979,20643,,,,60.2979,21.9243
61.7019,20644,,,,61.7019,23.3439
62.2401,20645,,,,62.2401,22.6926
62.0295,20646,,,,62.0295,22.7472
61.9437,20647,,,,61.9437,23.0865
62.9577,20648,,,,62.9577,23.3283
61.0935,20649,,,,61.0935,23.4765
60.9843,20650,,,,60.9843,22.7082
64.1121,20651,,,,64.1121,25.6176
61.4601,20652,,,,61.4601,23.3946
64.6464,20653,,,,64.6464,25.1184
63.9522,20654,,,,63.9522,25.6449
64.35,20655,,,,64.35,25.602
64.2915,20656,,,,64.2915,25.6137
65.2197,20657,,,,65.2197,25.2627
65.4264,20658,,,,65.4264,26.889
66.6666,20659,,,,66.6666,27.5559
66.0777,20660,,,,66.0777,28.371
65.871,20661,,,,65.871,27.1854
65.208,20662,,,,65.208,24.1434
66.0153,20663,,,,66.0153,27.0567
63.5895,20664,,,,63.5895,28.215
66.2259,20665,,,,66.2259,27.7704
67.041,20666,,,,67.041,29.1783
65.7618,20667,,,,65.7618,30.399
64.8609,20668,,,,64.8609,28.4529
66.8265,20669,,,,66.8265,29.1042
67.1775,20670,,,,67.1775,28.1019
66.2688,20671,,,,66.2688,28.9209
65.5239,20672,,,,65.5239,29.0379
65.9295,20673,,,,65.9295,27.201
65.8671,20674,,,,65.8671,28.6674
67.3335,20675,,,,67.3335,26.1714
65.4498,20676,,,,65.4498,27.357
66.0114,20677,,,,66.0114,28.8234
64.4631,20678,,,,64.4631,26.967
65.6877,20679,,,,65.6877,27.7314
65.7813,20680,,,,65.7813,28.2774
65.8203,20681,,,,65.8203,29.1822
65.5356,20682,,,,65.5356,27.4389
64.9272,20683,,,,64.9272,28.8507
64.2681,20684,,,,64.2681,28.4919
63.9717,20685,,,,63.9717,28.9131
64.0887,20686,,,,64.0887,27.8445
64.1433,20687,,,,64.1433,28.8585
64.3773,20688,,,,64.3773,26.5614
65.325,20689,,,,65.325,28.1019
64.1199,20690,,,,64.1199,27.9654
63.2346,20691,,,,63.2346,27.8172
64.3617,20692,,,,64.3617,27.3375
62.1972,20693,,,,62.1972,26.8812
63.2658,20694,,,,63.2658,26.499
62.2128,20695,,,,62.2128,26.1831
62.7081,20696,,,,62.7081,25.3134
64.0263,20697,,,,64.0263,27.0021
63.7221,20698,,,,63.7221,25.0209
61.6746,20699,,,,61.6746,25.9296
63.3945,20700,,,,63.3945,24.3306
61.7058,20701,,,,61.7058,24.6543
62.8329,20702,,,,62.8329,24.1629
61.5108,20703,,,,61.5108,24.471
61.0116,20704,,,,61.0116,22.9929
61.0974,20705,,,,61.0974,23.9367
60.8634,20706,,,,60.8634,23.3322
61.3392,20707,,,,61.3392,22.5249
60.1653,20708,,,,60.1653,22.4937
60.6411,20709,,,,60.6411,22.248
60.4071,20710,,,,60.4071,20.9571
62.5014,20711,,,,62.5014,20.3604
59.8572,20712,,,,59.8572,21.4407
58.2075,20713,,,,58.2075,20.5008
61.6668,20714,,,,61.6668,22.0335
57.8292,20715,,,,57.8292,20.1537
60.4851,20716,,,,60.4851,21.0702
58.9914,20717,,,,58.9914,21.585
60.6138,20718,,,,60.6138,21.2496
60.996,20719,,,,60.996,19.4478
58.9563,20720,,,,58.9563,19.8261
60.099,20721,,,,60.099,17.0064
61.1325,20722,,,,61.1325,18.6327
58.5546,20723,,,,58.5546,18.5547
58.9095,20724,,,,58.9095,18.7263
59.8767,20725,,,,59.8767,18.4728
59.3697,20726,,,,59.3697,18.9135
59.5686,20727,,,,59.5686,19.5375
59.9859,20728,,,,59.9859,18.1335
58.9056,20729,,,,58.9056,17.8215
58.9992,20730,,,,58.9992,19.1826
59.2137,20731,,,,59.2137,18.6912
59.9235,20732,,,,59.9235,19.1553
59.3892,20733,,,,59.3892,18.4767
58.1607,20734,,,,58.1607,17.3808
58.0905,20735,,,,58.0905,18.1413
59.2488,20736,,,,59.2488,19.3035
58.8978,20737,,,,58.8978,17.3886
58.3401,20738,,,,58.3401,17.8683
57.7824,20739,,,,57.7824,16.7724
59.0265,20740,,,,59.0265,17.9385
60.5202,20741,,,,60.5202,17.1039
59.3736,20742,,,,59.3736,17.6616
59.2527,20743,,,,59.2527,18.4065
58.5897,20744,,,,58.5897,17.7201
59.3073,20745,,,,59.3073,19.3854
59.9976,20746,,,,59.9976,17.8215
58.8588,20747,,,,58.8588,17.022
58.7067,20748,,,,58.7067,18.8394
59.7714,20749,,,,59.7714,16.2459
58.0749,20750,,,,58.0749,17.529
58.3128,20751,,,,58.3128,18.0399
57.5718,20752,,,,57.5718,17.9346
59.1903,20753,,,,59.1903,18.0672
56.8893,20754,,,,56.8893,18.27
58.5039,20755,,,,58.5039,18.0165
57.3885,20756,,,,57.3885,17.6343
58.3284,20757,,,,58.3284,17.2443
59.3658,20758,,,,59.3658,16.0626
57.0726,20759,,,,57.0726,17.8488
58.3089,20760,,,,58.3089,16.7373
57.9501,20761,,,,57.9501,16.5891
57.5601,20762,,,,57.5601,17.8878
57.4392,20763,,,,57.4392,16.9128
57.4197,20764,,,,57.4197,16.6086
55.5477,20765,,,,55.5477,17.7591
55.6413,20766,,,,55.6413,16.7685
55.9143,20767,,,,55.9143,16.4487
56.1327,20768,,,,56.1327,15.5556
54.2958,20769,,,,54.2958,16.0197
54.6,20770,,,,54.6,14.643
55.3371,20771,,,,55.3371,15.9885
55.1772,20772,,,,55.1772,16.4175
55.2084,20773,,,,55.2084,13.5159
56.5422,20774,,,,56.5422,14.6742
54.8106,20775,,,,54.8106,13.6602
55.5555,20776,,,,55.5555,13.7538
54.0033,20777,,,,54.0033,13.7694
54.0735,20778,,,,54.0735,14.2218
53.5236,20779,,,,53.5236,13.7265
51.3396,20780,,,,51.3396,13.395
51.8388,20781,,,,51.8388,13.2624
51.9636,20782,,,,51.9636,11.679
49.6119,20783,,,,49.6119,11.9793
52.2678,20784,,,,52.2678,10.7274
51.6789,20785,,,,51.6789,10.9575
51.9558,20786,,,,51.9558,11.9832
52.065,20787,,,,52.065,10.3608
49.5456,20788,,,,49.5456,10.0215
50.8443,20789,,,,50.8443,8.9451
50.856,20790,,,,50.856,8.7384
51.285,20791,,,,51.285,9.6354
49.1049,20792,,,,49.1049,8.7657
50.1774,20793,,,,50.1774,8.2158
49.6353,20794,,,,49.6353,6.8196
48.6798,20795,,,,48.6798,8.286
48.6993,20796,,,,48.6993,7.935
48.711,20797,,,,48.711,6.1332
49.4832,20798,,,,49.4832,6.6675
48.3015,20799,,,,48.3015,6.4608
49.6158,20800,,,,49.6158,4.9827
50.2203,20801,,,,50.2203,5.2752
47.619,20802,,,,47.619,5.7081
47.9427,20803,,,,47.9427,6.5037
48.8241,20804,,,,48.8241,5.5287
47.4435,20805,,,,47.4435,7.8531
46.3749,20806,,,,46.3749,6.2346
46.8195,20807,,,,46.8195,6.2775
46.2345,20808,,,,46.2345,6.5778
47.7126,20809,,,,47.7126,6.024
47.0535,20810,,,,47.0535,7.2018
45.0684,20811,,,,45.0684,5.7744
45.279,20812,,,,45.279,6.609
46.8,20813,,,,46.8,4.6668
46.3398,20814,,,,46.3398,5.6379
47.1081,20815,,,,47.1081,5.3337
45.5715,20816,,,,45.5715,6.765
47.0457,20817,,,,47.0457,6.9054
43.5981,20818,,,,43.5981,6.4608
44.5185,20819,,,,44.5185,6.3711
44.2104,20820,,,,44.2104,5.3259
43.1145,20821,,,,43.1145,5.2323
44.0349,20822,,,,44.0349,5.5014
45.5364,20823,,,,45.5364,5.1309
46.2891,20824,,,,46.2891,4.9593
44.3469,20825,,,,44.3469,4.6941
43.5942,20826,,,,43.5942,6.4296
43.6683,20827,,,,43.6683,5.9148
42.9936,20828,,,,42.9936,6.2307
41.4492,20829,,,,41.4492,6.297
43.0794,20830,,,,43.0794,7.1862
42.7206,20831,,,,42.7206,5.5677
42.1824,20832,,,,42.1824,5.3259
42.4944,20833,,,,42.4944,6.2619
40.3689,20834,,,,40.3689,4.5342
41.8158,20835,,,,41.8158,4.3548
40.8252,20836,,,,40.8252,4.7214
39.9516,20837,,,,39.9516,5.0568
41.1957,20838,,,,41.1957,5.1309
39.6474,20839,,,,39.6474,5.361
42.1902,20840,,,,42.1902,4.2066
39.8619,20841,,,,39.8619,7.155
40.4391,20842,,,,40.4391,7.3695
38.766,20843,,,,38.766,5.2635
38.3331,20844,,,,38.3331,5.5872
39,20845,,,,39,5.9109
39.5148,20846,,,,39.5148,5.0412
39.9945,20847,,,,39.9945,6.5895
39.0156,20848,,,,39.0156,4.0272
38.9961,20849,,,,38.9961,5.3961
39.1599,20850,,,,39.1599,6.8196
38.7699,20851,,,,38.7699,5.3142
38.0952,20852,,,,38.0952,5.3688
39.819,20853,,,,39.819,5.478
